,ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
238,935,49171,O,124027.79,875059200.0,5-LOW,Clerk#000000180,0,iously final deposits cajole. blithely even packages 
239,960,34624,F,96360.51,780105600.0,3-MEDIUM,Clerk#000000120,0,regular accounts. requests
240,961,55069,P,263327.51,802224000.0,4-NOT SPECIFIED,Clerk#000000720,0,ons nag furiously among the quickl
241,962,35273,F,148591.41,768182400.0,5-LOW,Clerk#000000463,0,ments nag deposits. fluffily ironic a
242,963,25271,F,76423.01,769910400.0,3-MEDIUM,Clerk#000000497,0,uses haggle carefully. slyly even dependencies after the packages ha
243,964,75179,O,228119.17,800928000.0,3-MEDIUM,Clerk#000000657,0,"print blithely ironic, careful theodolit"
244,965,68437,P,46240.32,800496000.0,5-LOW,Clerk#000000218,0,iously special packages. slyly pending requests are carefully 
245,966,13306,O,163834.51,893894400.0,2-HIGH,Clerk#000000239,0,special deposits. furious
246,967,109789,F,316887.82,709084800.0,3-MEDIUM,Clerk#000000167,0,excuses engage quickly bold dep
247,992,53777,O,205597.06,879206400.0,3-MEDIUM,Clerk#000000875,0,ts. regular pinto beans thrash carefully sl
248,993,79138,O,321155.99,810691200.0,3-MEDIUM,Clerk#000000894,0,quickly express accounts among the furiously bol
249,994,1177,F,59494.18,766800000.0,5-LOW,Clerk#000000497,0,ole. slyly bold excuses nag caref
250,995,115975,P,184332.36,801878400.0,3-MEDIUM,Clerk#000000439,0,deas. blithely final deposits play. express accounts wake blithely caref
251,996,70915,O,64921.33,883353600.0,1-URGENT,Clerk#000000497,0,arefully final packages into the slyly final requests affix blit
252,997,108689,O,41657.3,864000000.0,2-HIGH,Clerk#000000651,0,ly express depths. furiously final requests haggle furiously. carefu
253,998,31696,F,112590.31,785808000.0,4-NOT SPECIFIED,Clerk#000000956,0,"ronic dolphins. ironic, bold ideas haggle furiously furious"
254,999,60163,F,222435.59,747187200.0,5-LOW,Clerk#000000464,0,pitaphs sleep. regular accounts use. f
255,1024,3478,O,251344.36,882835200.0,5-LOW,Clerk#000000903,0," blithely. even, express theodolites cajole slyly across"
256,1025,102676,F,110501.91,799632000.0,2-HIGH,Clerk#000000376,0,ross the slyly final pa
257,1026,71086,O,48462.19,865382400.0,5-LOW,Clerk#000000223,0,s wake blithely. special acco
258,1027,127951,F,184860.25,707529600.0,3-MEDIUM,Clerk#000000241,0,equests cajole. slyly final pinto bean
259,1028,68435,F,239745.62,757382400.0,2-HIGH,Clerk#000000131,0,"ts are. final, silent deposits are among the fl"
260,1029,128678,F,53661.89,772156800.0,2-HIGH,Clerk#000000700,0,quests sleep. slyly even foxes wake quickly final theodolites. clo
261,1030,133999,F,23060.31,771638400.0,5-LOW,Clerk#000000422,0,ully ironic accounts sleep carefully. requests are carefully alongside of the 
262,1031,3590,F,190992.29,778377600.0,3-MEDIUM,Clerk#000000448,0,s; ironic theodolites along the carefully ex
263,1056,27494,F,74962.4,792460800.0,1-URGENT,Clerk#000000125,0,"t, even deposits hang about the slyly special i"
264,1057,75811,F,147378.84,698544000.0,1-URGENT,Clerk#000000124,0,"cuses dazzle carefully careful, ironic pinto beans. carefully even theod"
265,1058,52951,F,115175.84,735782400.0,3-MEDIUM,Clerk#000000373,0,kly pending courts haggle. blithely regular sheaves integrate carefully fi
266,1059,126715,F,290211.77,762307200.0,1-URGENT,Clerk#000000104,0,en accounts. carefully bold packages cajole daringly special depende
267,1060,139636,F,171268.87,730252800.0,3-MEDIUM,Clerk#000000989,0,l platelets sleep quickly slyly special requests. furiously 
268,1061,102679,O,202433.83,895190400.0,5-LOW,Clerk#000000576,0,uests sleep at the packages. fur
269,1062,104914,O,42297.06,853286400.0,1-URGENT,Clerk#000000152,0,eposits use blithely 
270,1063,36887,F,43093.98,765244800.0,2-HIGH,Clerk#000000024,0,deposits nag quickly regular deposits. quickl
271,1088,146881,F,86154.28,706406400.0,5-LOW,Clerk#000000347,0,counts are blithely. platelets print. carefully 
272,1089,48008,O,141081.3,831168000.0,4-NOT SPECIFIED,Clerk#000000226,0,ns haggle ruthlessly. even requests are quickly abov
273,1090,17105,O,48809.49,879552000.0,2-HIGH,Clerk#000000300,0, furiously regular platelets haggle along the slyly unusual foxes! 
274,1091,82777,O,44655.97,841104000.0,1-URGENT,Clerk#000000549,0, even pinto beans haggle quickly alongside of the eve
275,1092,123143,P,130255.61,794275200.0,3-MEDIUM,Clerk#000000006,0,re quickly along the blithe
276,1093,100664,O,111594.69,870307200.0,4-NOT SPECIFIED,Clerk#000000159,0, after the carefully ironic requests. carefully ironic packages wake fluffil
277,1094,143735,O,13365.87,882921600.0,3-MEDIUM,Clerk#000000570,0,"beans affix furiously about the pending, even deposits. finally pendi"
278,1095,143288,O,261418.78,809049600.0,3-MEDIUM,Clerk#000000709,0,sly bold requests cajole carefully according to
279,1120,139016,O,147299.61,878860800.0,3-MEDIUM,Clerk#000000319,0,lly special requests. slyly pending platelets are quickly pending requ
280,1121,28006,O,350404.56,853113600.0,3-MEDIUM,Clerk#000000541,0,r escapades. deposits above the fluffily bold requests hag
281,1122,119527,O,276067.44,852854400.0,1-URGENT,Clerk#000000083,0,uffily carefully final theodolites. furiously express packages affix
282,1123,71377,O,151589.33,839030400.0,3-MEDIUM,Clerk#000000929,0,uriously pending requests. slyly regular instruction
283,1124,79451,O,220504.35,901756800.0,5-LOW,Clerk#000000326,0,regular pinto beans along the fluffily silent packages
284,1125,24124,F,121277.33,783216000.0,2-HIGH,Clerk#000000510,0,ithely final requests. i
285,1126,143203,O,71808.49,885945600.0,4-NOT SPECIFIED,Clerk#000000928,0,d slyly regular ideas: special ideas believe slyly. slyly ironic sheaves w
286,1127,57418,O,172427.38,811468800.0,4-NOT SPECIFIED,Clerk#000000397,0,"usly silent, regular pinto beans. blithely express requests boos"
287,1152,48952,F,86796.49,776822400.0,4-NOT SPECIFIED,Clerk#000000496,0,equests. deposits ab
288,1153,119551,O,313658.75,829785600.0,5-LOW,Clerk#000000059,0, across the pending deposi
289,1154,35111,F,270074.59,698112000.0,1-URGENT,Clerk#000000268,0,old asymptotes are special requests. blithely even deposits sleep furiously
290,1155,149660,O,190259.22,876096000.0,2-HIGH,Clerk#000000164,0,"c deposits haggle among the ironic, even requests. carefully ironic sheaves n"
291,1156,131657,O,297308.42,845683200.0,1-URGENT,Clerk#000000200,0, blithely ironic dolphins. furiously pendi
292,1157,96710,O,148961.0,884736000.0,4-NOT SPECIFIED,Clerk#000000207,0,out the regular excuses boost carefully against the furio
293,1158,141295,O,34242.19,836092800.0,2-HIGH,Clerk#000000549,0,integrate slyly furiously ironic deposit
294,1159,68326,F,64326.4,716774400.0,3-MEDIUM,Clerk#000000992,0,ts may sleep. requests according to the
295,1184,88495,O,69512.57,877824000.0,5-LOW,Clerk#000000777,0,iously even packages haggle fluffily care
296,1185,73447,F,79682.95,714614400.0,5-LOW,Clerk#000000344,0, even escapades are. package
297,1186,58823,O,135515.15,840067200.0,4-NOT SPECIFIED,Clerk#000000798,0,ingly regular pinto beans: instructi
298,1187,133642,F,125456.57,722217600.0,3-MEDIUM,Clerk#000000047,0,s after the furiously final deposits boost slyly under the
299,1188,19709,O,86078.34,829180800.0,2-HIGH,Clerk#000000256,0,ully ironic deposits. slyl
300,1189,44359,F,122883.08,765849600.0,1-URGENT,Clerk#000000243,0,f the even accounts. courts print blithely ironic accounts. sile
301,1190,11932,O,55891.86,858470400.0,5-LOW,Clerk#000000575,0,ccounts above the foxes integrate carefully after the 
302,1191,110275,O,37286.2,815702400.0,3-MEDIUM,Clerk#000000011,0,uests nag furiously. carefully even requests
303,1216,121996,F,92011.72,723686400.0,5-LOW,Clerk#000000918,0,nal foxes around the e
304,1217,6329,F,47260.47,704246400.0,4-NOT SPECIFIED,Clerk#000000538,0, foxes nag quickly. ironic excuses nod. blithely pending
305,1218,8240,F,154082.8,772070400.0,4-NOT SPECIFIED,Clerk#000000994,0,"s cajole. special, silent deposits about the theo"
306,1219,27010,O,17690.25,812851200.0,3-MEDIUM,Clerk#000000800,0,od carefully. slyly final dependencies across the even fray
307,1220,48490,O,202449.3,841276800.0,1-URGENT,Clerk#000000712,0,inal theodolites wake. fluffily ironic asymptotes cajol
308,1221,13318,F,164228.07,703641600.0,4-NOT SPECIFIED,Clerk#000000852,0," detect against the silent, even deposits. carefully ironic"
309,1222,9703,F,72907.53,728870400.0,3-MEDIUM,Clerk#000000811,0,theodolites use quickly even accounts. carefully final asympto
310,1223,9001,O,38985.09,832982400.0,4-NOT SPECIFIED,Clerk#000000238,0,posits was blithely fr
311,1248,47026,F,262081.09,694310400.0,1-URGENT,Clerk#000000890,0,t the carefully regular dugouts. s
312,1249,149620,F,53358.24,757728000.0,1-URGENT,Clerk#000000095,0,al ideas sleep above the pending pin
313,1250,35818,F,13394.58,717724800.0,4-NOT SPECIFIED,Clerk#000000652,0,ts after the fluffily pending instructions use slyly about the s
314,1251,37735,O,185379.58,878169600.0,1-URGENT,Clerk#000000276,0,", brave sauternes. deposits boost fluffily."
315,1252,149900,O,148226.45,870652800.0,5-LOW,Clerk#000000348,0,ng the slyly regular excuses. special courts nag furiously blithely e
316,1253,114421,F,158706.12,728006400.0,1-URGENT,Clerk#000000775,0, requests sleep furiously even foxes. ruthless packag
317,1254,69800,O,133418.92,819590400.0,1-URGENT,Clerk#000000607,0, pinto beans. carefully regular request
318,1255,121670,F,104278.55,770256000.0,4-NOT SPECIFIED,Clerk#000000798,0,ct slyly regular accounts. quick
319,1280,95518,F,147112.51,726710400.0,5-LOW,Clerk#000000160,0,posits thrash quickly after the theodolites. furiously iro
320,1281,61099,F,247632.44,787104000.0,1-URGENT,Clerk#000000430,0,counts. carefully pending accounts eat 
321,1282,115915,F,85655.22,699321600.0,4-NOT SPECIFIED,Clerk#000000168,0,he quickly special packages. furiously final re
322,1283,116326,O,315573.61,841363200.0,4-NOT SPECIFIED,Clerk#000000260,0, pinto beans boost slyly ac
323,1284,133972,O,153911.68,820972800.0,2-HIGH,Clerk#000000492,0,s. blithely silent deposits s
324,1285,10342,F,194729.03,707356800.0,1-URGENT,Clerk#000000423,0,cial deposits cajole after the ironic requests. p
325,1286,108556,F,293396.88,737337600.0,4-NOT SPECIFIED,Clerk#000000939,0, deposits use carefully from the excuses. slyly bold p
326,1287,17269,F,189405.61,773366400.0,2-HIGH,Clerk#000000288,0,ly ironic dolphins integrate furiously among the final packages. st
327,1312,110999,F,109616.14,769305600.0,3-MEDIUM,Clerk#000000538,0,"n, express accounts across the ironic"
328,1313,147671,F,64234.24,779414400.0,1-URGENT,Clerk#000000774,0,ld accounts. regular deposits cajole. ironically pending theodolites use car
329,1314,142327,F,82075.8,768787200.0,3-MEDIUM,Clerk#000000485,0,ickly blithe packages nod ideas. furiously bold braids boost around the car
330,1315,21430,O,185692.25,890524800.0,5-LOW,Clerk#000000840,0,final theodolites alongside of the carefu
331,1316,15902,F,227746.24,754876800.0,1-URGENT,Clerk#000000857,0,"ully bold theodolites? pending, bold pin"
332,1317,99083,P,194175.54,800841600.0,2-HIGH,Clerk#000000373,0,sts. furiously special deposits lose fur
333,1318,127780,O,130357.62,898905600.0,3-MEDIUM,Clerk#000000581,0,"s hang bold requests. pending, re"
334,1319,31150,O,58398.49,843782400.0,2-HIGH,Clerk#000000257,0,y across the ruthlessly ironic accounts. unusu
335,1344,16990,F,67233.49,703382400.0,5-LOW,Clerk#000000178,0,"omise close, silent requests. pending theodolites boost pending "
336,1345,94207,F,145703.02,720230400.0,5-LOW,Clerk#000000447,0, regular tithes. quickly fluffy de
337,1346,74749,F,212488.52,708825600.0,2-HIGH,Clerk#000000374,0,ges sleep quickly-- even pint
338,1347,40270,O,226083.68,866764800.0,5-LOW,Clerk#000000977,0,he furiously even foxes use carefully express req
339,1348,17345,O,143342.43,892857600.0,5-LOW,Clerk#000000206,0,tly. quickly even deposi
340,1349,63691,O,77455.85,877824000.0,1-URGENT,Clerk#000000543,0,"yly! blithely special theodolites cajole. unusual, reg"
341,1350,50701,F,82352.77,746150400.0,1-URGENT,Clerk#000000635,0,iously about the blithely special a
342,1351,105941,O,30164.33,893030400.0,1-URGENT,Clerk#000000012,0," cajole. regular, special re"
343,1376,46036,O,35815.36,862704000.0,4-NOT SPECIFIED,Clerk#000000730,0,"der furiously final, final frets. carefull"
344,1377,19717,O,141575.94,893376000.0,4-NOT SPECIFIED,Clerk#000000625,0,lly across the blithely express accounts. ironic excuses promise carefully de
345,1378,19532,O,159202.17,826329600.0,4-NOT SPECIFIED,Clerk#000000705,0, furiously even tithes cajole slyly among the quick
346,1379,64160,O,109341.27,896054400.0,5-LOW,Clerk#000000861,0,y deposits are caref
347,1380,136237,O,164979.12,836697600.0,3-MEDIUM,Clerk#000000969,0,"inal deposits wake slyly daringly even requests. bold, even foxe"
348,1381,126340,O,63023.63,896054400.0,3-MEDIUM,Clerk#000000107,0,"even requests breach after the bold, ironic instructions. slyly even"
349,1382,132247,F,284973.82,745545600.0,5-LOW,Clerk#000000241,0,fully final packages sl
350,1383,119570,F,49378.61,735868800.0,2-HIGH,Clerk#000000785,0,ts. express requests sleep blithel
351,1408,53897,O,284152.85,883094400.0,4-NOT SPECIFIED,Clerk#000000942,0,t the quickly final asymptotes. unusual
352,1409,142885,F,106709.32,725760000.0,4-NOT SPECIFIED,Clerk#000000065,0,"ructions. furiously unusual excuses are regular, unusual theodolites. fin"
353,1410,112102,O,155102.95,860803200.0,5-LOW,Clerk#000000123,0,iously along the bravely regular dolphins. pinto beans cajole furiously sp
354,1411,94411,F,238723.96,787968000.0,2-HIGH,Clerk#000000566,0,s. furiously special excuses across the pending pinto beans haggle sp
355,1412,52877,F,95898.0,731980800.0,4-NOT SPECIFIED,Clerk#000000083,0,uffily daring theodolit
356,1413,90539,O,109266.41,866246400.0,3-MEDIUM,Clerk#000000342,0,", ironic instructions. carefully even packages dazzle"
357,1414,76268,O,48480.38,808531200.0,1-URGENT,Clerk#000000883,0,ccounts. ironic foxes haggle car
358,1415,78697,F,30155.9,770169600.0,4-NOT SPECIFIED,Clerk#000000601,0,rays. blithely final ideas affix quickl
359,1440,97780,O,85519.29,808012800.0,5-LOW,Clerk#000000956,0, pending requests. closely s
360,1441,121822,O,258458.04,857606400.0,4-NOT SPECIFIED,Clerk#000000156,0,ter the excuses. ironic dependencies m
361,1442,110555,F,7714.98,773366400.0,4-NOT SPECIFIED,Clerk#000000935,0,nal pinto beans. slyly ironic ideas cajol
362,1443,43822,O,77129.49,850694400.0,5-LOW,Clerk#000000185,0,x blithely against the carefully final somas. even asymptotes are. quickly spe
363,1444,133246,F,313834.99,786672000.0,3-MEDIUM,Clerk#000000783,0,ove the bold accounts cajole fluffily about
364,1445,113581,F,229740.46,789696000.0,3-MEDIUM,Clerk#000000211,0,even packages wake fluffily 
365,1446,40025,O,52330.27,887587200.0,5-LOW,Clerk#000000274,0,lly regular notornis above the requests sleep final accounts! 
366,1447,89999,F,154678.72,719107200.0,2-HIGH,Clerk#000000880,0,"inly against the blithely pending excuses. regular, pe"
367,1472,149854,O,78018.69,844560000.0,5-LOW,Clerk#000000303,0,y special dolphins around the final dependencies wake quick
368,1473,92225,O,118262.03,858556800.0,3-MEDIUM,Clerk#000000960,0,furiously close accoun
369,1474,68972,F,76044.52,789609600.0,1-URGENT,Clerk#000000438,0,detect quickly above the carefully even 
370,1475,4730,O,322140.89,879292800.0,2-HIGH,Clerk#000000972,0,cally final packages boost. blithely ironic packa
371,1476,144535,O,29828.57,835833600.0,2-HIGH,Clerk#000000673,0,ding accounts hinder alongside of the quickly pending requests. fluf
372,1477,75490,O,372279.48,872380800.0,5-LOW,Clerk#000000612,0,ly bold foxes. final ideas would cajo
373,1478,49784,O,35252.04,870566400.0,2-HIGH,Clerk#000000827,0,lessly. carefully express
374,1479,14575,O,55998.69,819072000.0,4-NOT SPECIFIED,Clerk#000000697,0,he furiously even foxes. thinly bold deposits
375,1504,1762,F,121508.9,714960000.0,3-MEDIUM,Clerk#000000381,0,", brave deposits. bold de"
376,1505,35128,F,94940.81,714355200.0,2-HIGH,Clerk#000000544,0,s. slyly ironic packages cajole. carefully regular packages haggle 
377,1506,146018,F,301881.77,717033600.0,3-MEDIUM,Clerk#000000620,0, dependencies. accounts affix blithely slowly unusual deposits. slyly regular 
378,1507,120466,F,161377.33,750556800.0,3-MEDIUM,Clerk#000000305,0,"stealthy, ironic de"
379,1508,101203,O,240098.61,892166400.0,5-LOW,Clerk#000000117,0, after the furiously regular pinto beans hang slyly quickly ironi
380,1509,62380,F,265947.58,742089600.0,5-LOW,Clerk#000000770,0,the regular ideas. regul
381,1510,52198,O,236397.82,842918400.0,5-LOW,Clerk#000000128,0,ld carefully. furiously final asymptotes haggle furiously
382,1511,78421,O,86846.78,851212800.0,4-NOT SPECIFIED,Clerk#000000386,0,ts above the depend
383,1536,93112,O,8588.61,854236800.0,3-MEDIUM,Clerk#000000117,0,ges are! furiously final deposits cajole iron
384,1537,107512,F,156883.79,698112000.0,4-NOT SPECIFIED,Clerk#000000862,0,"g to the even deposits. ironic, final packages "
385,1538,28924,O,280484.51,803433600.0,4-NOT SPECIFIED,Clerk#000000258,0, instructions. regular theod
386,1539,111724,F,68424.63,794793600.0,5-LOW,Clerk#000000840,0,nstructions boost pa
387,1540,14125,F,206638.05,712972800.0,2-HIGH,Clerk#000000927,0,r ideas hinder blithe
388,1541,93925,P,68374.59,800755200.0,1-URGENT,Clerk#000000906,0,y. slyly ironic warhorses around the furiously regul
389,1542,142649,F,234541.48,748051200.0,3-MEDIUM,Clerk#000000435,0,t the furiously close deposits do was f
